0.541076	0.562681	1.5522	1.50376	1.66025	0.962785	-1.76156
0.678732	0.696793	1.90327	1.82598	1.99357	1.14546	-2.07805
0.79445	0.809257	2.19556	2.09274	2.2687	1.29557	-2.33664
0.888315	0.900007	2.4297	2.30464	2.48592	1.41311	-2.53733
0.960474	0.969048	2.6056	2.46188	2.64524	1.49809	-2.68012
1.01092	1.01638	2.72358	2.56474	2.74668	1.55049	-2.76501
1.03965	1.04201	2.78367	2.61331	2.79021	1.57033	-2.79224
1.04716	1.04702	2.79251	2.61799	2.79253	1.5708	-2.79253
1.0472	1.04686	2.79051	2.61535	2.78432	1.5634	-2.77323
1.03472	1.03059	2.74733	2.58623	2.72392	1.52455	-2.69549
0.994208	0.986025	2.64357	2.52298	2.60282	1.45155	-2.55705
0.925247	0.913003	2.4791	2.4256	2.42102	1.34441	-2.3579
0.827829	0.811528	2.25392	2.29407	2.17853	1.20312	-2.09804
0.701957	0.681643	1.96809	2.12849	1.87533	1.02768	-1.81016
0.568917	0.546904	1.67487	1.95966	1.56702	0.850482	-1.45439
0.393782	0.365495	1.27931	1.73183	1.1514	0.612027	-1.0211
0.188401	0.155732	0.82774	1.47377	0.685573	0.348271	-0.550336
-0.0320895	-0.0632031	0.357957	1.20842	0.213526	0.0826149	-0.0785189
-0.253559	-0.282047	-0.11181	0.941846	-0.258485	-0.183299	0.393297
-0.475604	-0.486319	-0.52609	0.711606	-0.663892	-0.410997	0.753933
-0.638106	-0.660949	-0.923935	0.485068	-1.06514	-0.635667	1.19358
-0.849814	-0.874743	-1.37161	0.23977	-1.45547	-0.843672	1.55134
-1.01369	-1.03612	-1.70793	0.0566258	-1.80799	-1.046	1.907
-1.17737	-1.197	-2.01369	-0.0499966	-2.08186	-1.19605	2.1659
-1.29514	-1.3117	-2.27828	-0.0500004	-2.3443	-1.3386	2.41108
-1.40611	-1.41919	-2.49767	-0.0499492	-2.54773	-1.44738	2.59578
-1.48862	-1.49795	-2.65636	-0.0500014	-2.69029	-1.522	2.71978
-1.54268	-1.54809	-2.75434	-0.0500016	-2.77119	-1.56249	2.78308
-1.56828	-1.56963	-2.79162	-0.0500035	-2.79242	-1.57077	2.79251
-1.57079	-1.57081	-2.79253	-0.0500026	-2.79253	-1.57045	2.79047
-1.56823	-1.56614	-2.77916	-0.0496576	-2.76541	-1.55061	2.74663
-1.53866	-1.53163	-2.70902	-0.0482435	-2.67798	-1.4963	2.64127
-1.47445	-1.46274	-2.57724	-0.0460131	-2.55185	-1.42162	2.50157
-1.39174	-1.37606	-2.4152	-0.0426896	-2.35406	-1.30345	2.28207
-1.26327	-1.24303	-2.16898	-0.0381234	-2.09214	-1.15008	2.0006
-1.10066	-1.07514	-1.86138	-0.0324507	-1.76739	-0.962034	1.65749
-0.903849	-0.872428	-1.49261	-0.0256755	-1.37897	-0.741082	1.26067
-0.680246	-0.648418	-1.09812	-0.018724	-0.996793	-0.531859	0.897405
-0.480167	-0.453382	-0.760615	-0.0128486	-0.676626	-0.357202	0.59571
-0.314895	-0.293319	-0.485238	-0.00807619	-0.418001	-0.217217	0.355649
-0.184308	-0.167922	-0.271603	-0.00440812	-0.221911	-0.111905	0.17723
-0.0884783	-0.0772238	-0.119616	-0.00184441	-0.0875196	-0.0412645	0.0604515
-0.0274553	-0.0214458	-0.0292668	-0.000383854	-0.0147736	-0.00529671	0.00531387
-0.00138116	-0.000344276	-0.000306129	-2.38419e-06	-3.57628e-05	-8.10623e-06	4.52995e-06
4.76837e-07	0.000261068	0.0015099	0.00538898	-0.0032649	0.00807762	-0.0147898
-0.0102804	0.011122	0.0451989	0.0711982	-0.0258474	0.0524139	-0.0765438
-0.0433805	0.0409694	0.15037	0.213381	-0.0711119	0.135714	-0.186516
-0.099726	0.0898428	0.298662	0.400806	-0.128381	0.238374	-0.319264
-0.166536	0.13992	0.477767	0.638159	-0.201678	0.369275	-0.48727
-0.250396	0.217891	0.745659	0.988025	-0.308006	0.555798	-0.699597
-0.349929	0.298251	1.00096	1.30346	-0.397843	0.705485	-0.900374
-0.447188	0.376225	1.24543	1.60081	-0.48173	0.844014	-1.06493
-0.523221	0.435762	1.42961	1.82071	-0.542959	0.943597	-1.18127
-0.576	0.476262	1.55221	1.96321	-0.581497	1.00421	-1.2494
-0.605525	0.497725	1.61289	2.02816	-0.597344	1.02587	-1.26973
-0.612583	0.501621	1.62031	2.03424	-0.600133	1.01389	-1.26525
-0.595392	0.501028	1.61081	2.06053	-0.62721	0.92144	-1.24034
-0.518001	0.494038	1.58895	2.10474	-0.682786	0.760755	-1.19836
-0.40707	0.478776	1.57413	2.12289	-0.717238	0.673279	-1.17643
-0.341183	0.467104	1.56833	2.1269	-0.728805	0.649187	-1.17125
-0.332357	0.465633	1.56751	2.12761	-0.734901	0.622694	-1.16238
-0.298469	0.45631	1.56239	2.12889	-0.759924	0.537037	-1.12969
-0.185269	0.422785	1.55259	2.11225	-0.80463	0.371698	-1.06952
0.0190809	0.351976	1.54241	2.04249	-0.835492	0.198971	-1.01193
0.233425	0.285044	1.53862	1.95114	-0.837053	0.118067	-0.989111
0.351285	0.256782	1.54019	1.89736	-0.834356	0.0889564	-0.981221
0.400531	0.249202	1.54131	1.88498	-0.834031	0.0880907	-0.981812
0.388733	0.253812	1.54027	1.91272	-0.836581	0.115761	-0.992126
0.295703	0.281053	1.5389	1.99201	-0.840006	0.204945	-1.02356
0.113805	0.345403	1.54504	2.08196	-0.822031	0.389859	-1.09023
-0.143406	0.427207	1.55886	2.12633	-0.760073	0.639622	-1.17321
-0.4003	0.494059	1.59226	2.08819	-0.647856	0.957557	-1.25489
-0.613439	0.51067	1.63975	1.97966	-0.561572	1.19948	-1.30509
-0.715649	0.501355	1.68066	1.8712	-0.51346	1.34656	-1.33231
-0.752542	0.491018	1.70267	1.81137	-0.495388	1.40028	-1.34064
-0.760264	0.488758	1.70579	1.80642	-0.495247	1.39502	-1.33835
-0.756105	0.492234	1.69616	1.8466	-0.512196	1.31768	-1.32038
-0.726397	0.5034	1.66558	1.94374	-0.559133	1.14539	-1.28201
-0.651599	0.511022	1.62634	2.04395	-0.628032	0.935878	-1.2333
-0.511816	0.502126	1.59067	2.10812	-0.697906	0.754333	-1.18859
-0.390852	0.48451	1.57547	2.12514	-0.733935	0.666462	-1.16597
-0.335978	0.47601	1.57157	2.12741	-0.74072	0.65442	-1.16404
-0.333879	0.476233	1.57202	2.12671	-0.734495	0.681165	-1.17543
-0.376893	0.487142	1.57993	2.11641	-0.699436	0.793301	-1.21054
-0.487118	0.504137	1.60097	2.07779	-0.642108	0.95031	-1.24804
-0.582746	0.510236	1.62015	2.04055	-0.611121	1.02616	-1.26254
-0.612448	0.510653	1.625	2.03311	-0.607472	1.03161	-1.26305
-0.61289	0.510657	1.62446	2.03115	-0.60614	1.02575	-1.25273
-0.605179	0.502247	1.58923	1.9764	-0.58651	0.986842	-1.19824
-0.575437	0.47469	1.49271	1.84463	-0.543841	0.917959	-1.11153
-0.531143	0.435572	1.36105	1.67071	-0.488925	0.810918	-0.970013
-0.458604	0.372162	1.1505	1.39645	-0.403461	0.660355	-0.778721
-0.362535	0.289293	0.877947	1.04619	-0.295274	0.47309	-0.546492
-0.249478	0.195762	0.582666	0.68472	-0.190299	0.300472	-0.341782
-0.153486	0.119376	0.345679	0.397722	-0.108208	0.166837	-0.184911
-0.0807073	0.0612614	0.170266	0.204017	-0.0552261	0.0828309	-0.0883176
-0.0367761	0.0266151	0.0689247	0.070735	-0.0169113	0.0223591	-0.0206184
-0.00718212	0.0042243	0.0079248	0.00530124	-0.000674486	0.000399351	-0.000170946
-2.64645e-05	0.000156879	1.00136e-05	3.33786e-06	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	4.76837e-07	-7.15256e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-7.15256e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-1.19209e-06	1.19209e-06	2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-1.66893e-06	1.19209e-06	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-2.14577e-06	1.19209e-06	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-2.6226e-06	1.19209e-06	-7.15256e-07	-1.19209e-06
9.53674e-07	0.00014925	0	-2.38419e-06	1.19209e-06	-4.76837e-07	-1.19209e-06
9.53674e-07	0.00014925	0	-2.6226e-06	9.53674e-07	-9.53674e-07	-1.19209e-06
9.53674e-07	0.00014925	4.76837e-07	-9.53674e-07	7.15256e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-7.15256e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-4.76837e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-4.76837e-07	9.53674e-07	-2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	7.15256e-07	-4.76837e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	4.76837e-07	-7.15256e-07	9.53674e-07	-2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	4.76837e-07	-7.15256e-07	9.53674e-07	-2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-4.76837e-07	9.53674e-07	-2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-4.76837e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-7.15256e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-4.76837e-07	9.53674e-07	2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	0	9.53674e-07	-2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-7.15256e-07	9.53674e-07	-2.38419e-07	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-7.15256e-07	9.53674e-07	0	-1.19209e-06
9.53674e-07	0.00014925	2.38419e-07	-4.76837e-07	9.53674e-07	-2.38419e-07	-1.19209e-06
